text,label
"The bicycle is exactly what I hoped for, it's outstanding overall.",2
"I regret ever buying this blender, total failure, do not buy.",0
"This software didn't work at all, completely unusable.",0
"This software arrived as ordered, average performance overall.",1
"The quality of this tool is superb, I would definitely recommend it.",2
"The speaker is fantastic, exactly what I needed.",2
"This product performs better than I imagined, I'm extremely pleased with it.",2
"I love this subscription, it works perfectly every time.",2
"I received the shoes on time, standard packaging and delivery.",1
"This course is okay, no surprises here.",1
"This laptop is useless, nothing works properly.",0
"I'm frustrated with the printer, very upsetting experience.",0
"The monitor has excellent quality, I would definitely recommend it.",2
"The price of the watch is reasonable, no surprises here.",1
"This charger matched the description, for what it offers.",1
"This umbrella is neither impressive nor bad, standard packaging and delivery.",1
"I'm impressed by the restaurant, couldn't be happier with the result.",2
"This blender is low quality, completely unusable.",0
"This course made everything so much easier, couldn't be happier with the result.",2
"I received this tablet on time, meets basic requirements.",1
"This mattress is neither impressive nor bad, standard packaging and delivery.",1
"I'm impressed by this charger, totally worth every penny.",2
"The hotel is neither impressive nor bad, nothing special about it.",1
"I'm impressed by this mattress, totally worth every penny.",2
"The vacuum cleaner does the job, it's fine for everyday use.",1
"This movie was terrible, not worth the price at all.",0
"The gym membership was a complete letdown, not worth the price at all.",0
"This course platform performs better than I imagined, exactly what I needed.",2
"This product is low quality, not worth the price at all.",0
"I can't stop recommending the router, exactly what I needed.",2
"The printer made everything so much easier, absolutely fantastic experience.",2
"The gym membership does the job, no surprises here.",1
"This laptop was really great, it works perfectly every time.",2
"The monitor matched the description, for what it offers.",1
"This backpack was a complete letdown, very upsetting experience.",0
"I have mixed feelings about the delivery, meets basic requirements.",1
"I had a horrible experience with the camera, completely unusable.",0
"This game made everything so much easier, absolutely fantastic experience.",2
"I had a horrible experience with the camera, support ignored me completely.",0
"The monitor arrived quickly and works flawlessly, exactly what I needed.",2
"The shoes arrived as ordered, nothing more nothing less.",1
"I received this book on time, it's just average.",1
"I love this book, exactly what I needed.",2
"The restaurant is a decent choice, nothing special about it.",1
"I'm frustrated with this app, very unsatisfied overall.",0
"The monitor does the job, meets basic requirements.",1
"This book was terrible, I regret this purchase.",0
"The watch has excellent quality, I would definitely recommend it.",2
"The headphones works as expected, no surprises here.",1
"I'm very disappointed with the bicycle, completely unusable.",0
"This subscription is fine, it's just average.",1
"This course is an average option, no complaints or praise really.",1
"The phone arrived damaged, and a complete waste of money.",0
"This game made everything so much easier, couldn't be happier with the result.",2
"This tablet arrived damaged, not worth the price at all.",0
"I have mixed feelings about this app, standard packaging and delivery.",1
"The printer was late and broken, completely unusable.",0
"This charger performs better than I imagined, and I'm very satisfied.",2
"This laptop works like a charm, I'm extremely pleased with it.",2
"The gym membership performs adequately, standard packaging and delivery.",1
"This backpack failed to meet even basic expectations, and a complete waste of money.",0
"This product is similar to other options, no complaints or praise really.",1
